c_date,option_symbol,dte,stocks_id,expiration_date,call_put,price_strike,price_open,price_high,price_low,price,volume,openinterest,iv,delta,preiv,gamma,theta,vega,rho,Ask,Bid,underlying_price,calc_OTM,option_id,is_settlement
2025-05-02,SPY   250509P00320000,7,627,2025-05-09,P,320.0,0.01,0.01,0.01,0.0,3,381,0.608331,-0.0,-1.0,0.0,-0.0,0.0,-0.0,0.01,0.0,566.62,43.52,138169214,0
2025-05-02,SPY   250509C00325000,7,627,2025-05-09,C,325.0,,,,242.14499,0,0,0.860449,0.999684,-1.0,0.0,-0.013468,4e-06,0.062276,243.56,240.73,566.62,-42.64,138169215,0
2025-05-02,SPY   250509P00325000,7,627,2025-05-09,P,325.0,,,,0.0,0,297,0.608331,-0.0,-1.0,0.0,-0.0,0.0,-0.0,0.01,0.0,566.62,42.64,138169216,0
2025-05-02,SPY   250509C00330000,7,627,2025-05-09,C,330.0,,,,237.155,0,0,0.860449,0.999683,-1.0,0.0,-0.014089,8e-06,0.063234,238.58,235.73,566.62,-41.76,138169217,0
2025-05-02,SPY   250509P00330000,7,627,2025-05-09,P,330.0,,,,0.0,0,68,0.608331,-0.0,-1.0,0.0,-0.0,0.0,-0.0,0.01,0.0,566.62,41.76,138169218,0
2025-05-02,SPY   250509C00335000,7,627,2025-05-09,C,335.0,,,,232.155,0,0,0.860449,0.999681,-1.0,0.0,-0.014726,1.4e-05,0.064192,233.57,230.74,566.62,-40.88,138169219,0
2025-05-02,SPY   250509P00335000,7,627,2025-05-09,P,335.0,,,,0.0,0,1126,0.608331,-0.0,-1.0,0.0,-0.0,0.0,-0.0,0.01,0.0,566.62,40.88,138169220,0
2025-05-02,SPY   250509C00340000,7,627,2025-05-09,C,340.0,,,,227.16501,0,0,0.860449,0.999678,-1.0,0.0,-0.015388,2.4e-05,0.06515,228.59,225.74,566.62,-40.0,138169221,0
2025-05-02,SPY   250509P00340000,7,627,2025-05-09,P,340.0,,,,0.0,0,695,0.608331,-0.0,-1.0,0.0,-0.0,0.0,-0.0,0.01,0.0,566.62,40.0,138169222,0
2025-05-02,SPY   250509C00345000,7,627,2025-05-09,C,345.0,,,,222.17,0,0,0.860449,0.999673,-1.0,1e-06,-0.01609,4.1e-05,0.066108,223.59,220.75,566.62,-39.11,138169223,0
2025-05-02,SPY   250509P00345000,7,627,2025-05-09,P,345.0,0.01,0.01,0.01,0.0,10,980,0.608331,-0.0,-1.0,0.0,-0.0,0.0,-0.0,0.01,0.0,566.62,39.11,138169224,0
2025-05-02,SPY   250509C00350000,7,627,2025-05-09,C,350.0,,,,217.175,0,1,0.860449,0.999665,-1.0,1e-06,-0.016855,6.8e-05,0.067065,218.6,215.75,566.62,-38.23,138169225,0
2025-05-02,SPY   250509P00350000,7,627,2025-05-09,P,350.0,0.01,0.01,0.01,0.0,5,1381,0.608331,-0.0,-1.0,0.0,-0.0,0.0,-0.0,0.01,0.0,566.62,38.23,138169226,0
2025-05-02,SPY   250509C00355000,7,627,2025-05-09,C,355.0,,,,212.18,0,1,0.860449,0.999651,-1.0,2e-06,-0.017712,0.00011,0.068021,213.6,210.76,566.62,-37.35,138169227,0
2025-05-02,SPY   250509P00355000,7,627,2025-05-09,P,355.0,0.01,0.01,0.01,0.0,1,1121,0.608331,-0.0,-1.0,0.0,-0.0,0.0,-0.0,0.01,0.0,566.62,37.35,138169228,0
2025-05-02,SPY   250509C00360000,7,627,2025-05-09,C,360.0,,,,207.185,0,24,0.860449,0.99963,-1.0,3e-06,-0.018708,0.000175,0.068977,208.61,205.76,566.62,-36.47,138169229,0
2025-05-02,SPY   250509P00360000,7,627,2025-05-09,P,360.0,0.01,0.01,0.01,0.0,2,1483,0.608331,-0.0,-1.0,0.0,-1e-06,0.0,-0.0,0.01,0.0,566.62,36.47,138169230,0
2025-05-02,SPY   250509C00365000,7,627,2025-05-09,C,365.0,,,,202.19,0,0,0.860449,0.999598,-1.0,5e-06,-0.019901,0.000272,0.069932,203.61,200.77,566.62,-35.58,138169231,0
2025-05-02,SPY   250509P00365000,7,627,2025-05-09,P,365.0,0.01,0.01,0.01,0.0,2,520,0.608331,-0.0,-1.0,0.0,-1e-06,0.0,-0.0,0.01,0.0,566.62,35.58,138169232,0
2025-05-02,SPY   250509C00370000,7,627,2025-05-09,C,370.0,,,,197.195,0,25,0.860449,0.999549,-1.0,8e-06,-0.021376,0.000414,0.070884,198.62,195.77,566.62,-34.7,138169233,0
2025-05-02,SPY   250509P00370000,7,627,2025-05-09,P,370.0,,,,0.0,0,746,0.608331,-0.0,-1.0,0.0,-3e-06,1e-06,-0.0,0.01,0.0,566.62,34.7,138169234,0
2025-05-02,SPY   250509C00375000,7,627,2025-05-09,C,375.0,,,,192.2,0,3,0.860449,0.999475,-1.0,1.2e-05,-0.023239,0.000621,0.071834,193.62,190.78,566.62,-33.82,137973633,0
2025-05-02,SPY   250509P00375000,7,627,2025-05-09,P,375.0,0.01,0.01,0.01,0.0,3,806,0.608331,-0.0,-1.0,0.0,-7e-06,2e-06,-0.0,0.01,0.0,566.62,33.82,137973634,0
2025-05-02,SPY   250509C00380000,7,627,2025-05-09,C,380.0,,,,187.205,0,0,0.860449,0.999368,-1.0,1.7e-05,-0.02563,0.000913,0.07278,188.63,185.78,566.62,-32.94,137973635,0
2025-05-02,SPY   250509P00380000,7,627,2025-05-09,P,380.0,0.01,0.01,0.01,0.0,193,773,0.608331,-1e-06,-1.0,0.0,-1.4e-05,3e-06,-0.0,0.01,0.0,566.62,32.94,137973636,0
2025-05-02,SPY   250509C00385000,7,627,2025-05-09,C,385.0,,,,182.20999,0,0,0.860449,0.999214,-1.0,2.5e-05,-0.028725,0.00132,0.073721,183.63,180.79,566.62,-32.05,137973637,0
2025-05-02,SPY   250509P00385000,7,627,2025-05-09,P,385.0,,,,0.0,0,545,0.608331,-2e-06,-1.0,0.0,-2.9e-05,7e-06,-0.0,0.01,0.0,566.62,32.05,137973638,0
2025-05-02,SPY   250509C00390000,7,627,2025-05-09,C,390.0,,,,177.215,0,2,0.860449,0.998995,-1.0,3.5e-05,-0.03274,0.001877,0.074654,178.64,175.79,566.62,-31.17,137973639,0
2025-05-02,SPY   250509P00390000,7,627,2025-05-09,P,390.0,0.01,0.01,0.01,0.0,2,1310,0.608331,-4e-06,-1.0,0.0,-5.9e-05,1.4e-05,-0.0,0.01,0.0,566.62,31.17,137973640,0
2025-05-02,SPY   250509C00395000,7,627,2025-05-09,C,395.0,,,,172.22,0,0,0.860449,0.998691,-1.0,5e-05,-0.037937,0.002628,0.075578,173.64,170.8,566.62,-30.29,137973641,0
2025-05-02,SPY   250509P00395000,7,627,2025-05-09,P,395.0,0.01,0.01,0.01,0.0,35,36083,0.608331,-7e-06,-1.0,1e-06,-0.000115,2.6e-05,-1e-06,0.01,0.0,566.62,30.29,137973642,0
2025-05-02,SPY   250509C00400000,7,627,2025-05-09,C,400.0,165.93,166.5,165.93,167.225,4,8,0.860449,0.998273,-1.0,6.8e-05,-0.044627,0.003622,0.076489,168.65,165.8,566.62,-29.41,137973643,0
2025-05-02,SPY   250509P00400000,7,627,2025-05-09,P,400.0,0.01,0.02,0.01,0.0,223,1928,0.608331,-1.4e-05,-1.0,1e-06,-0.000216,5e-05,-2e-06,0.01,0.0,566.62,29.41,137973644,0
2025-05-02,SPY   250509C00405000,7,627,2025-05-09,C,405.0,,,,162.23,0,28,0.860449,0.99771,-1.0,9.3e-05,-0.053166,0.004918,0.077384,163.65,160.81,566.62,-28.52,137973645,0
2025-05-02,SPY   250509P00405000,7,627,2025-05-09,P,405.0,0.02,0.02,0.01,0.0,314,710,0.608331,-2.7e-05,-1.0,2e-06,-0.000396,9.1e-05,-3e-06,0.01,0.0,566.62,28.52,137973646,0
2025-05-02,SPY   250509C00410000,7,627,2025-05-09,C,410.0,,,,157.235,0,11,0.860449,0.99696,-1.0,0.000124,-0.06396,0.006582,0.078257,158.66,155.81,566.62,-27.64,137973647,0
2025-05-02,SPY   250509P00410000,7,627,2025-05-09,P,410.0,0.02,0.02,0.01,0.015,255,36193,0.608331,-5e-05,-1.0,4e-06,-0.000705,0.000163,-6e-06,0.02,0.01,566.62,27.64,137973648,0
2025-05-02,SPY   250509C00415000,7,627,2025-05-09,C,415.0,,,,152.24,0,0,0.860449,0.995976,-1.0,0.000164,-0.077454,0.008687,0.079104,153.66,150.82,566.62,-26.76,137973649,0
2025-05-02,SPY   250509P00415000,7,627,2025-05-09,P,415.0,0.02,0.02,0.01,0.015,57,1994,0.608331,-9e-05,-1.0,8e-06,-0.001221,0.000282,-1e-05,0.02,0.01,566.62,26.76,137973650,0
2025-05-02,SPY   250509C00420000,7,627,2025-05-09,C,420.0,,,,147.245,0,5,0.860449,0.994701,-1.0,0.000214,-0.09413,0.011312,0.079918,148.67,145.82,566.62,-25.88,137973651,0
2025-05-02,SPY   250509P00420000,7,627,2025-05-09,P,420.0,0.02,0.02,0.01,0.015,17,1033,0.608331,-0.000157,-1.0,1.3e-05,-0.002059,0.000475,-1.7e-05,0.02,0.01,566.62,25.88,137973652,0
2025-05-02,SPY   250509C00425000,7,627,2025-05-09,C,425.0,,,,142.25,0,10,0.860449,0.993073,-1.0,0.000274,-0.114491,0.01454,0.080691,143.67,140.83,566.62,-24.99,137973653,0
2025-05-02,SPY   250509P00425000,7,627,2025-05-09,P,425.0,0.02,0.02,0.01,0.015,6,991,0.608331,-0.000268,-1.0,2.1e-05,-0.003381,0.000781,-3e-05,0.02,0.01,566.62,24.99,137973654,0
2025-05-02,SPY   250509C00430000,7,627,2025-05-09,C,430.0,,,,137.26,0,1,0.860449,0.991017,-1.0,0.000348,-0.139051,0.018453,0.081416,138.68,135.84,566.62,-24.11,137973655,0
2025-05-02,SPY   250509P00430000,7,627,2025-05-09,P,430.0,0.01,0.03,0.01,0.015,130,71360,0.608331,-0.000445,-1.0,3.3e-05,-0.005415,0.001251,-4.9e-05,0.02,0.01,566.62,24.11,137973656,0
2025-05-02,SPY   250509C00435000,7,627,2025-05-09,C,435.0,130.53,130.53,130.53,132.265,1,1,0.860449,0.988455,-1.0,0.000437,-0.168313,0.023136,0.082082,133.69,130.84,566.62,-23.23,137973657,0
2025-05-02,SPY   250509P00435000,7,627,2025-05-09,P,435.0,0.02,0.02,0.02,0.015,24,2602,0.608331,-0.000721,-1.0,5.2e-05,-0.008462,0.001955,-8e-05,0.02,0.01,566.62,23.23,137973658,0
2025-05-02,SPY   250509C00440000,7,627,2025-05-09,C,440.0,,,,127.270004,0,12,0.860449,0.985299,-1.0,0.000541,-0.202753,0.028666,0.082681,128.69,125.85,566.62,-22.35,137973659,0
2025-05-02,SPY   250509P00440000,7,627,2025-05-09,P,440.0,0.03,0.03,0.02,0.015,63,73665,0.608331,-0.001142,-1.0,8e-05,-0.012916,0.002984,-0.000127,0.02,0.01,566.62,22.35,137973660,0
2025-05-02,SPY   250509C00445000,7,627,2025-05-09,C,445.0,,,,122.28,0,3,0.860449,0.981455,0.860449,0.000663,-0.242796,0.035112,0.083201,123.7,120.86,566.62,-21.46,137973661,0
2025-05-02,SPY   250509P00445000,7,627,2025-05-09,P,445.0,0.03,0.03,0.02,0.024999999,20,1722,0.608331,-0.00177,0.608331,0.000119,-0.019269,0.004452,-0.000197,0.03,0.02,566.62,21.46,137973662,0
2025-05-02,SPY   250509C00450000,7,627,2025-05-09,C,450.0,115.44,118.2,115.44,117.285,3,24,0.826253,0.980731,0.826253,0.000713,-0.241775,0.036296,0.08408,118.71,115.86,566.62,-20.58,137973663,0
2025-05-02,SPY   250509P00450000,7,627,2025-05-09,P,450.0,0.04,0.04,0.03,0.024999999,1355,3061,0.582498,-0.001844,0.582498,0.000129,-0.019149,0.004622,-0.000205,0.03,0.02,566.62,20.58,137973664,0
2025-05-02,SPY   250509C00455000,7,627,2025-05-09,C,455.0,,,,112.29,0,18,0.792282,0.979954,0.792282,0.00077,-0.240668,0.037556,0.084953,113.71,110.87,566.62,-19.7,137973665,0
2025-05-02,SPY   250509P00455000,7,627,2025-05-09,P,455.0,0.03,0.03,0.02,0.024999999,65,2940,0.556879,-0.001924,0.556879,0.00014,-0.019024,0.004804,-0.000214,0.03,0.02,566.62,19.7,137973666,0
2025-05-02,SPY   250509C00460000,7,627,2025-05-09,C,460.0,106.62,106.62,106.38,107.3,2,17,0.759801,0.978955,0.759801,0.000837,-0.241226,0.039162,0.085802,108.72,105.88,566.62,-18.82,137973667,0
2025-05-02,SPY   250509P00460000,7,627,2025-05-09,P,460.0,0.05,0.05,0.02,0.035,44,3005,0.549001,-0.002661,0.549001,0.000191,-0.025145,0.006442,-0.000296,0.04,0.03,566.62,18.82,137973668,0
2025-05-02,SPY   250509C00465000,7,627,2025-05-09,C,465.0,,,,102.31,0,23,0.727417,0.977877,0.727417,0.000913,-0.241632,0.040878,0.086642,103.73,100.89,566.62,-17.93,137973669,0
2025-05-02,SPY   250509P00465000,7,627,2025-05-09,P,465.0,0.05,0.05,0.04,0.035,1600,37869,0.52307,-0.002784,0.52307,0.000208,-0.024956,0.006712,-0.000309,0.04,0.03,566.62,17.93,137973670,0
2025-05-02,SPY   250509C00470000,7,627,2025-05-09,C,470.0,,,,97.32,0,132,0.695113,0.97671,0.695113,0.000998,-0.241875,0.042716,0.087472,98.74,95.9,566.62,-17.05,137973671,0
2025-05-02,SPY   250509P00470000,7,627,2025-05-09,P,470.0,0.05,0.06,0.03,0.045,607,40901,0.5103,-0.00359,0.5103,0.000269,-0.030594,0.008437,-0.000399,0.05,0.04,566.62,17.05,137973672,0
2025-05-02,SPY   250509C00471000,7,627,2025-05-09,C,471.0,,,,96.32,0,0,0.688196,0.976535,0.688196,0.001015,-0.241224,0.04299,0.087645,97.74,94.9,566.62,-16.88,138609697,0
2025-05-02,SPY   250509P00471000,7,627,2025-05-09,P,471.0,0.06,0.06,0.04,0.045,6,473,0.505061,-0.003625,0.505061,0.000274,-0.030542,0.00851,-0.000403,0.05,0.04,566.62,16.88,138609698,0
2025-05-02,SPY   250509C00472000,7,627,2025-05-09,C,472.0,,,,95.32,0,0,0.681289,0.976357,0.681289,0.001031,-0.240569,0.043268,0.087817,96.74,93.9,566.62,-16.7,138609699,0
2025-05-02,SPY   250509P00472000,7,627,2025-05-09,P,472.0,0.05,0.05,0.05,0.045,8,7,0.499828,-0.00366,0.499828,0.000279,-0.03049,0.008585,-0.000406,0.05,0.04,566.62,16.7,138609700,0
2025-05-02,SPY   250509C00473000,7,627,2025-05-09,C,473.0,,,,94.325,0,0,0.675535,0.975997,0.675535,0.001054,-0.241598,0.043828,0.087969,95.75,92.9,566.62,-16.52,138609701,0
2025-05-02,SPY   250509P00473000,7,627,2025-05-09,P,473.0,0.05,0.05,0.04,0.045,25,93,0.494602,-0.003696,0.494602,0.000284,-0.030436,0.008661,-0.00041,0.05,0.04,566.62,16.52,138609702,0
2025-05-02,SPY   250509C00474000,7,627,2025-05-09,C,474.0,,,,93.325,0,0,0.668639,0.975811,0.668639,0.001072,-0.240932,0.044117,0.08814,94.75,91.9,566.62,-16.35,138609703,0
2025-05-02,SPY   250509P00474000,7,627,2025-05-09,P,474.0,0.06,0.06,0.04,0.045,22,43,0.489383,-0.003733,0.489383,0.00029,-0.030382,0.008739,-0.000414,0.05,0.04,566.62,16.35,138609704,0
2025-05-02,SPY   250509C00475000,7,627,2025-05-09,C,475.0,,,,92.325,0,82,0.661752,0.975622,0.661752,0.00109,-0.240263,0.044411,0.088312,93.75,90.9,566.62,-16.17,137973673,0
2025-05-02,SPY   250509P00475000,7,627,2025-05-09,P,475.0,0.06,0.07,0.04,0.045,315,5024,0.48417,-0.003771,0.48417,0.000296,-0.030328,0.008817,-0.000418,0.05,0.04,566.62,16.17,137973674,0
2025-05-02,SPY   250509C00476000,7,627,2025-05-09,C,476.0,,,,91.33,0,0,0.65599,0.975247,0.65599,0.001114,-0.241263,0.044992,0.088462,92.75,89.91,566.62,-15.99,138609705,0
2025-05-02,SPY   250509P00476000,7,627,2025-05-09,P,476.0,0.05,0.05,0.05,0.045,3,40,0.478965,-0.003809,0.478965,0.000302,-0.030273,0.008898,-0.000423,0.05,0.04,566.62,15.99,138609706,0
2025-05-02,SPY   250509C00477000,7,627,2025-05-09,C,477.0,,,,90.33,0,0,0.649114,0.975049,0.649114,0.001133,-0.240582,0.045298,0.088632,91.75,88.91,566.62,-15.82,138609707,0
2025-05-02,SPY   250509P00477000,7,627,2025-05-09,P,477.0,0.06,0.06,0.06,0.045,74,225,0.473766,-0.003848,0.473766,0.000308,-0.030217,0.008979,-0.000427,0.05,0.04,566.62,15.82,138609708,0
2025-05-02,SPY   250509C00478000,7,627,2025-05-09,C,478.0,,,,89.33501,0,0,0.643341,0.974661,0.643341,0.001159,-0.241558,0.045895,0.088781,90.76,87.91,566.62,-15.64,138609709,0
2025-05-02,SPY   250509P00478000,7,627,2025-05-09,P,478.0,0.07,0.07,0.05,0.055,64,246,0.478812,-0.004579,0.478812,0.000356,-0.035673,0.010489,-0.000508,0.06,0.05,566.62,15.64,138609710,0
2025-05-02,SPY   250509C00479000,7,627,2025-05-09,C,479.0,,,,88.33501,0,0,0.636474,0.974454,0.636474,0.001179,-0.240864,0.046213,0.08895,89.76,86.91,566.62,-15.46,138609711,0
2025-05-02,SPY   250509P00479000,7,627,2025-05-09,P,479.0,0.07,0.07,0.05,0.055,27,292,0.473531,-0.004626,0.473531,0.000363,-0.035604,0.010586,-0.000513,0.06,0.05,566.62,15.46,138609712,0
2025-05-02,SPY   250509C00480000,7,627,2025-05-09,C,480.0,87.17,87.17,87.16,87.33501,2,85,0.629617,0.974243,0.629617,0.0012,-0.240166,0.046536,0.089119,88.76,85.91,566.62,-15.29,137973675,0
2025-05-02,SPY   250509P00480000,7,627,2025-05-09,P,480.0,0.07,0.08,0.05,0.055,1461,8339,0.468257,-0.004675,0.468257,0.000371,-0.035534,0.010685,-0.000519,0.06,0.05,566.62,15.29,137973676,0
2025-05-02,SPY   250509C00481000,7,627,2025-05-09,C,481.0,,,,86.34,0,0,0.623828,0.973839,0.623828,0.001228,-0.241103,0.047155,0.089266,87.76,84.92,566.62,-15.11,138609713,0
2025-05-02,SPY   250509P00481000,7,627,2025-05-09,P,481.0,0.07,0.07,0.05,0.055,915,621,0.462988,-0.004724,0.462988,0.000378,-0.035464,0.010786,-0.000524,0.06,0.05,566.62,15.11,138609714,0
2025-05-02,SPY   250509C00482000,7,627,2025-05-09,C,482.0,,,,85.34,0,0,0.616979,0.973618,0.616979,0.00125,-0.240391,0.047492,0.089433,86.76,83.92,566.62,-14.93,138609715,0
2025-05-02,SPY   250509P00482000,7,627,2025-05-09,P,482.0,0.07,0.07,0.05,0.055,337,245,0.457726,-0.004775,0.457726,0.000386,-0.035393,0.010889,-0.000529,0.06,0.05,566.62,14.93,138609716,0
2025-05-02,SPY   250509C00483000,7,627,2025-05-09,C,483.0,,,,84.345,0,1,0.611182,0.973199,0.611182,0.001279,-0.241307,0.048129,0.089579,85.77,82.92,566.62,-14.76,138609717,0
2025-05-02,SPY   250509P00483000,7,627,2025-05-09,P,483.0,0.05,0.05,0.05,0.055,16,113,0.45247,-0.004826,0.45247,0.000395,-0.03532,0.010994,-0.000535,0.06,0.05,566.62,14.76,138609718,0
2025-05-02,SPY   250509C00484000,7,627,2025-05-09,C,484.0,,,,83.345,0,0,0.604341,0.972967,0.604341,0.001303,-0.240582,0.04848,0.089745,84.77,81.92,566.62,-14.58,138609719,0
2025-05-02,SPY   250509P00484000,7,627,2025-05-09,P,484.0,0.08,0.08,0.06,0.055,9,222,0.447219,-0.004879,0.447219,0.000403,-0.035247,0.011101,-0.000541,0.06,0.05,566.62,14.58,138609720,0
2025-05-02,SPY   250509C00485000,7,627,2025-05-09,C,485.0,,,,82.35,0,194,0.598528,0.972535,0.598528,0.001333,-0.241467,0.049135,0.089889,83.77,80.93,566.62,-14.4,137973677,0
2025-05-02,SPY   250509P00485000,7,627,2025-05-09,P,485.0,0.09,0.09,0.06,0.065,64,6205,0.450365,-0.005645,0.450365,0.000456,-0.040411,0.012639,-0.000626,0.07,0.06,566.62,14.4,137973678,0
2025-05-02,SPY   250509C00486000,7,627,2025-05-09,C,486.0,,,,81.35,0,0,0.591695,0.972292,0.591695,0.001359,-0.240727,0.049501,0.090055,82.77,79.93,566.62,-14.23,138609721,0
2025-05-02,SPY   250509P00486000,7,627,2025-05-09,P,486.0,0.08,0.08,0.06,0.065,13,120,0.445044,-0.005708,0.445044,0.000466,-0.040324,0.012764,-0.000633,0.07,0.06,566.62,14.23,138609722,0
2025-05-02,SPY   250509C00487000,7,627,2025-05-09,C,487.0,,,,80.354996,0,0,0.585868,0.971844,0.585868,0.001391,-0.241584,0.050174,0.090197,81.78,78.93,566.62,-14.05,138609723,0
2025-05-02,SPY   250509P00487000,7,627,2025-05-09,P,487.0,,,,0.065,0,38,0.439728,-0.005772,0.439728,0.000476,-0.040235,0.01289,-0.00064,0.07,0.06,566.62,14.05,138609724,0
2025-05-02,SPY   250509C00488000,7,627,2025-05-09,C,488.0,,,,79.354996,0,0,0.579042,0.971589,0.579042,0.001418,-0.240829,0.050557,0.090361,80.78,77.93,566.62,-13.88,138609725,0
2025-05-02,SPY   250509P00488000,7,627,2025-05-09,P,488.0,0.07,0.07,0.07,0.065,20,71,0.434418,-0.005837,0.434418,0.000487,-0.040145,0.01302,-0.000647,0.07,0.06,566.62,13.88,138609726,0
2025-05-02,SPY   250509C00489000,7,627,2025-05-09,C,489.0,,,,78.36,0,0,0.573202,0.971125,0.573202,0.001452,-0.241659,0.05125,0.090501,79.78,76.94,566.62,-13.7,138609727,0
